C6,,
Wavelength (nm),Intensity (a.u.),
505.0700073,6.067045689,
505.9700012,6.921411037,
507.0100098,6.333970547,
508.0499878,6.668651581,
508.9500122,4.870957375,
510,5.284412384,
511.0400085,5.828108788,
511.9400024,5.245221138,
512.9799805,4.815821171,
514.0200195,5.954664707,
515.0700073,4.676408291,
515.9699707,5.371267319,
517.0100098,5.101648808,
518.0499878,4.202772617,
518.9500122,4.525650501,
520,3.171509027,
521.0200195,4.233608723,
522.0499878,3.881677866,
522.9400024,4.258166313,
523.9699707,3.595235109,
525,3.527472734,
526.0200195,3.270221233,
527.0499878,3.589844942,
527.9400024,2.588570356,
528.9699707,3.114793777,
530,3.488282681,
531.039978,3.731285572,
531.9400024,2.730849504,
532.9799805,3.477701426,
534.0200195,3.838654518,
535.0700073,3.060785055,
535.9699707,2.963769436,
537.0100098,2.623049736,
538.0499878,2.653130054,
538.9500122,2.49600482,
540,2.268298626,
541.0200195,1.601537466,
542.0499878,2.343039513,
542.9400024,2.314529181,
543.9699707,2.090924501,
545,2.419023514,
546.0200195,1.62983048,
547.0499878,1.848428845,
547.9400024,2.489690065,
548.9699707,1.749288917,
550,1.858079553,
551.039978,1.596472621,
551.9400024,1.633014441,
552.9799805,1.391342402,
554.0200195,1.600487709,
555.0700073,1.659470439,
555.9699707,1.235170245,
557.0100098,1.253343582,
558.0499878,1.353554606,
558.9500122,1.21630466,
560,1.026757002,
561.0200195,1.679940224,
562.0499878,1.712642908,
562.9400024,0.9503954649,
563.9699707,0.9024428725,
565,0.879360795,
566.0200195,1.100530386,
567.0499878,1.058753133,
567.9400024,1.17872858,
568.9699707,1.195611119,
570,0.949667573,
571.0200195,0.9125922322,
572.0499878,0.9535674453,
572.9400024,0.7054781914,
573.9699707,0.6115646958,
575,0.842176199,
576.0200195,0.6234887838,
577.0499878,0.7861872911,
577.9400024,0.5793654919,
578.9699707,0.2914691567,
580,0.8939856291,

C6,
C6
Collection Time: 10/30/2025 5:20:12 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY14470004
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        380.00
Stop (nm)                         580.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     2.5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMSW
Date/Time stamp: 10/30/2025 2:51:52 PM
Method Modifications:
Overlayed Graphs Changed: 10/30/2025 2:52:11 PM, Old:OFF, New:ON
Autoconvert Changed: 10/30/2025 2:52:11 PM, Old:None, New:Ascii with Log
Ex. Slit Width (nm): Changed: 10/30/2025 2:52:11 PM, Old:5, New:2.5
Emission Wavelength Changed: 10/30/2025 2:52:11 PM, Old: 400.00, New: 380.00
Stop Wavelength Changed: 10/30/2025 2:52:11 PM, Old: 600.00, New: 580.00
Scan mode: Changed: 10/30/2025 5:02:27 PM, Old:Emission, New:Excitation
User Delta Increment Changed: 10/30/2025 5:02:27 PM, Old:  10.00, New:   0.15
Excitation Wavelength Changed: 10/30/2025 5:02:27 PM, Old: 350.00, New: 230.00
Emission Wavelength Changed: 10/30/2025 5:02:27 PM, Old: 380.00, New: 450.00
Stop Wavelength Changed: 10/30/2025 5:02:27 PM, Old: 580.00, New: 420.00
Scan mode: Changed: 10/30/2025 5:06:35 PM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 10/30/2025 5:06:35 PM, Old: 230.00, New: 350.00
Emission Wavelength Changed: 10/30/2025 5:06:35 PM, Old: 450.00, New: 380.00
Stop Wavelength Changed: 10/30/2025 5:06:35 PM, Old: 420.00, New: 580.00
End Method Modifications

